tag,length_ft,width_in,flow_tph,belt_surface_area,weight_kg
P5024,20.0,1044.444444444444,153.3333333333333,20888.888888888876,2041.0
P5025,20.0,1044.444444444444,177.7777777777778,20888.888888888876,2132.0
P5026,20.0,1044.444444444444,202.2222222222222,20888.888888888876,2132.0
P5027,20.0,1044.444444444444,226.6666666666667,20888.888888888876,2132.0
P5028,20.0,1044.444444444444,251.1111111111111,20888.888888888876,2132.0
P5029,20.0,1044.444444444444,275.5555555555555,20888.888888888876,2132.0
P5030,20.0,1044.444444444444,300.0,20888.888888888876,2132.0
P5031,20.0,1088.888888888889,80.0,21777.777777777777,2132.0
P5032,20.0,1088.888888888889,104.4444444444444,21777.777777777777,2132.0
P5033,20.0,1088.888888888889,128.8888888888889,21777.777777777777,2132.0
P5034,20.0,1088.888888888889,153.3333333333333,21777.777777777777,2268.0
P5035,20.0,1088.888888888889,177.7777777777778,21777.777777777777,2268.0
P5036,20.0,1088.888888888889,202.2222222222222,21777.777777777777,2268.0
P5037,20.0,1088.888888888889,226.6666666666667,21777.777777777777,2268.0
P5038,20.0,1088.888888888889,251.1111111111111,21777.777777777777,2268.0
P5039,20.0,1088.888888888889,275.5555555555555,21777.777777777777,2268.0
P5040,20.0,1088.888888888889,300.0,21777.777777777777,2268.0
P5041,20.0,1133.333333333333,80.0,22666.66666666666,2132.0
P5042,20.0,1133.333333333333,104.4444444444444,22666.66666666666,2132.0
P5043,20.0,1133.333333333333,128.8888888888889,22666.66666666666,2268.0
P5044,20.0,1133.333333333333,153.3333333333333,22666.66666666666,2268.0
P5045,20.0,1133.333333333333,177.7777777777778,22666.66666666666,2268.0
P5046,20.0,1133.333333333333,202.2222222222222,22666.66666666666,2268.0
P5047,20.0,1133.333333333333,226.6666666666667,22666.66666666666,2268.0
P5048,20.0,1133.333333333333,251.1111111111111,22666.66666666666,2268.0
P5049,20.0,1133.333333333333,275.5555555555555,22666.66666666666,2268.0
P5050,20.0,1133.333333333333,300.0,22666.66666666666,2268.0
P5051,20.0,1177.777777777778,80.0,23555.555555555562,2223.0
P5052,20.0,1177.777777777778,104.4444444444444,23555.555555555562,2268.0
P5053,20.0,1177.777777777778,128.8888888888889,23555.555555555562,2268.0
P5054,20.0,1177.777777777778,153.3333333333333,23555.555555555562,2268.0
P5055,20.0,1177.777777777778,177.7777777777778,23555.555555555562,2268.0
P5056,20.0,1177.777777777778,202.2222222222222,23555.555555555562,2268.0
P5057,20.0,1177.777777777778,226.6666666666667,23555.555555555562,2268.0
P5058,20.0,1177.777777777778,251.1111111111111,23555.555555555562,2268.0
P5059,20.0,1177.777777777778,275.5555555555555,23555.555555555562,2268.0
P5060,20.0,1177.777777777778,300.0,23555.555555555562,2359.0
P5061,20.0,1222.222222222222,80.0,24444.444444444438,2359.0
P5062,20.0,1222.222222222222,104.4444444444444,24444.444444444438,2359.0
P5063,20.0,1222.222222222222,128.8888888888889,24444.444444444438,2359.0
P5064,20.0,1222.222222222222,153.3333333333333,24444.444444444438,2359.0
P5065,20.0,1222.222222222222,177.7777777777778,24444.444444444438,2359.0
P5066,20.0,1222.222222222222,202.2222222222222,24444.444444444438,2359.0
P5067,20.0,1222.222222222222,226.6666666666667,24444.444444444438,2359.0
P5068,20.0,1222.222222222222,251.1111111111111,24444.444444444438,2359.0
P5069,20.0,1222.222222222222,275.5555555555555,24444.444444444438,2449.0
P5070,20.0,1222.222222222222,300.0,24444.444444444438,2449.0
P5071,20.0,1266.666666666667,80.0,25333.33333333334,2449.0
P5072,20.0,1266.666666666667,104.4444444444444,25333.33333333334,2449.0
P5073,20.0,1266.666666666667,128.8888888888889,25333.33333333334,2449.0
P5074,20.0,1266.666666666667,153.3333333333333,25333.33333333334,2449.0
P5075,20.0,1266.666666666667,177.7777777777778,25333.33333333334,2449.0
P5076,20.0,1266.666666666667,202.2222222222222,25333.33333333334,2449.0
P5077,20.0,1266.666666666667,226.6666666666667,25333.33333333334,2449.0
P5078,20.0,1266.666666666667,251.1111111111111,25333.33333333334,2540.0
P5079,20.0,1266.666666666667,275.5555555555555,25333.33333333334,2540.0
P5080,20.0,1266.666666666667,300.0,25333.33333333334,2540.0
P5081,20.0,1311.111111111111,80.0,26222.222222222223,2449.0
P5082,20.0,1311.111111111111,104.4444444444444,26222.222222222223,2449.0
P5083,20.0,1311.111111111111,128.8888888888889,26222.222222222223,2449.0
P5084,20.0,1311.111111111111,153.3333333333333,26222.222222222223,2449.0
P5085,20.0,1311.111111111111,177.7777777777778,26222.222222222223,2449.0
P5086,20.0,1311.111111111111,202.2222222222222,26222.222222222223,2449.0
P5087,20.0,1311.111111111111,226.6666666666667,26222.222222222223,2540.0
P5088,20.0,1311.111111111111,251.1111111111111,26222.222222222223,2540.0
P5089,20.0,1311.111111111111,275.5555555555555,26222.222222222223,2540.0
P5090,20.0,1311.111111111111,300.0,26222.222222222223,2540.0
P5091,20.0,1355.555555555556,80.0,27111.111111111124,2449.0
P5092,20.0,1355.555555555556,104.4444444444444,27111.111111111124,2449.0
P5093,20.0,1355.555555555556,128.8888888888889,27111.111111111124,2449.0
P5094,20.0,1355.555555555556,153.3333333333333,27111.111111111124,2449.0
P5095,20.0,1355.555555555556,177.7777777777778,27111.111111111124,2449.0
P5096,20.0,1355.555555555556,202.2222222222222,27111.111111111124,2540.0
P5097,20.0,1355.555555555556,226.6666666666667,27111.111111111124,2540.0
P5098,20.0,1355.555555555556,251.1111111111111,27111.111111111124,2540.0
P5099,20.0,1355.555555555556,275.5555555555555,27111.111111111124,2540.0
P5100,20.0,1355.555555555556,300.0,27111.111111111124,2540.0
P5101,20.0,1400.0,80.0,28000.0,2540.0
P5102,20.0,1400.0,104.4444444444444,28000.0,2540.0
P5103,20.0,1400.0,128.8888888888889,28000.0,2540.0
P5104,20.0,1400.0,153.3333333333333,28000.0,2540.0
P5105,20.0,1400.0,177.7777777777778,28000.0,2631.0
P5106,20.0,1400.0,202.2222222222222,28000.0,2631.0
P5107,20.0,1400.0,226.6666666666667,28000.0,2631.0
P5108,20.0,1400.0,251.1111111111111,28000.0,2631.0
P5109,20.0,1400.0,275.5555555555555,28000.0,2631.0
P5110,20.0,1400.0,300.0,28000.0,2631.0
P5111,45.55555555555556,1000.0,80.0,45555.555555555555,3266.0
P5112,45.55555555555556,1000.0,104.4444444444444,45555.555555555555,3357.0
P5113,45.55555555555556,1000.0,128.8888888888889,45555.555555555555,3357.0
P5114,45.55555555555556,1000.0,153.3333333333333,45555.555555555555,3357.0
P5115,45.55555555555556,1000.0,177.7777777777778,45555.555555555555,3357.0
P5116,45.55555555555556,1000.0,202.2222222222222,45555.555555555555,3357.0
P5117,45.55555555555556,1000.0,226.6666666666667,45555.555555555555,3357.0
P5118,45.55555555555556,1000.0,251.1111111111111,45555.555555555555,3583.0
P5119,45.55555555555556,1000.0,275.5555555555555,45555.555555555555,3583.0
P5120,45.55555555555556,1000.0,300.0,45555.555555555555,3583.0
P5121,45.55555555555556,1044.444444444444,80.0,47580.246913580224,3447.0
P5122,45.55555555555556,1044.444444444444,104.4444444444444,47580.246913580224,3447.0
P5123,45.55555555555556,1044.444444444444,128.8888888888889,47580.246913580224,3447.0
P5124,45.55555555555556,1044.444444444444,153.3333333333333,47580.246913580224,3447.0
P5125,45.55555555555556,1044.444444444444,177.7777777777778,47580.246913580224,3447.0
P5126,45.55555555555556,1044.444444444444,202.2222222222222,47580.246913580224,3447.0
P5127,45.55555555555556,1044.444444444444,226.6666666666667,47580.246913580224,3583.0
P5128,45.55555555555556,1044.444444444444,251.1111111111111,47580.246913580224,3583.0
P5129,45.55555555555556,1044.444444444444,275.5555555555555,47580.246913580224,3583.0
P5130,45.55555555555556,1044.444444444444,300.0,47580.246913580224,3583.0
P5131,45.55555555555556,1088.888888888889,80.0,49604.938271604944,3538.0
P5132,45.55555555555556,1088.888888888889,104.4444444444444,49604.938271604944,3538.0
P5133,45.55555555555556,1088.888888888889,128.8888888888889,49604.938271604944,3538.0
P5134,45.55555555555556,1088.888888888889,153.3333333333333,49604.938271604944,3538.0
P5135,45.55555555555556,1088.888888888889,177.7777777777778,49604.938271604944,3538.0
P5136,45.55555555555556,1088.888888888889,202.2222222222222,49604.938271604944,3765.0
P5137,45.55555555555556,1088.888888888889,226.6666666666667,49604.938271604944,3765.0
P5138,45.55555555555556,1088.888888888889,251.1111111111111,49604.938271604944,3765.0
P5139,45.55555555555556,1088.888888888889,275.5555555555555,49604.938271604944,3765.0
P5140,45.55555555555556,1088.888888888889,300.0,49604.938271604944,3765.0
P5141,45.55555555555556,1133.333333333333,80.0,51629.62962962962,3674.0
P5142,45.55555555555556,1133.333333333333,104.4444444444444,51629.62962962962,3674.0
P5143,45.55555555555556,1133.333333333333,128.8888888888889,51629.62962962962,3674.0
P5144,45.55555555555556,1133.333333333333,153.3333333333333,51629.62962962962,3674.0
P5145,45.55555555555556,1133.333333333333,177.7777777777778,51629.62962962962,3856.0
P5146,45.55555555555556,1133.333333333333,202.2222222222222,51629.62962962962,3856.0
P5147,45.55555555555556,1133.333333333333,226.6666666666667,51629.62962962962,3856.0
P5148,45.55555555555556,1133.333333333333,251.1111111111111,51629.62962962962,3856.0
P5149,45.55555555555556,1133.333333333333,275.5555555555555,51629.62962962962,3856.0
P5150,45.55555555555556,1133.333333333333,300.0,51629.62962962962,3856.0
P5151,45.55555555555556,1177.777777777778,80.0,53654.32098765433,3765.0
P5152,45.55555555555556,1177.777777777778,104.4444444444444,53654.32098765433,3765.0
P5153,45.55555555555556,1177.777777777778,128.8888888888889,53654.32098765433,3765.0
P5154,45.55555555555556,1177.777777777778,153.3333333333333,53654.32098765433,3856.0
P5155,45.55555555555556,1177.777777777778,177.7777777777778,53654.32098765433,3856.0
P5156,45.55555555555556,1177.777777777778,202.2222222222222,53654.32098765433,3856.0
P5157,45.55555555555556,1177.777777777778,226.6666666666667,53654.32098765433,3856.0
P5158,45.55555555555556,1177.777777777778,251.1111111111111,53654.32098765433,3856.0
P5159,45.55555555555556,1177.777777777778,275.5555555555555,53654.32098765433,3856.0
P5160,45.55555555555556,1177.777777777778,300.0,53654.32098765433,3856.0
P5161,45.55555555555556,1222.222222222222,80.0,55679.012345679,3856.0
P5162,45.55555555555556,1222.222222222222,104.4444444444444,55679.012345679,3856.0
P5163,45.55555555555556,1222.222222222222,128.8888888888889,55679.012345679,4082.0
P5164,45.55555555555556,1222.222222222222,153.3333333333333,55679.012345679,4082.0
P5165,45.55555555555556,1222.222222222222,177.7777777777778,55679.012345679,4082.0
P5166,45.55555555555556,1222.222222222222,202.2222222222222,55679.012345679,4082.0
P5167,45.55555555555556,1222.222222222222,226.6666666666667,55679.012345679,4082.0
P5168,45.55555555555556,1222.222222222222,251.1111111111111,55679.012345679,4082.0
P5169,45.55555555555556,1222.222222222222,275.5555555555555,55679.012345679,4082.0
P5170,45.55555555555556,1222.222222222222,300.0,55679.012345679,4082.0
P5171,45.55555555555556,1266.666666666667,80.0,57703.70370370372,3946.0
P5172,45.55555555555556,1266.666666666667,104.4444444444444,57703.70370370372,4173.0
P5173,45.55555555555556,1266.666666666667,128.8888888888889,57703.70370370372,4173.0
P5174,45.55555555555556,1266.666666666667,153.3333333333333,57703.70370370372,4173.0
P5175,45.55555555555556,1266.666666666667,177.7777777777778,57703.70370370372,4173.0
P5176,45.55555555555556,1266.666666666667,202.2222222222222,57703.70370370372,4173.0
P5177,45.55555555555556,1266.666666666667,226.6666666666667,57703.70370370372,4173.0
P5178,45.55555555555556,1266.666666666667,251.1111111111111,57703.70370370372,4173.0
P5179,45.55555555555556,1266.666666666667,275.5555555555555,57703.70370370372,4173.0
P5180,45.55555555555556,1266.666666666667,300.0,57703.70370370372,4173.0
P5181,45.55555555555556,1311.111111111111,80.0,59728.3950617284,4173.0
P5182,45.55555555555556,1311.111111111111,104.4444444444444,59728.3950617284,4173.0
P5183,45.55555555555556,1311.111111111111,128.8888888888889,59728.3950617284,4173.0
P5184,45.55555555555556,1311.111111111111,153.3333333333333,59728.3950617284,4173.0
P5185,45.55555555555556,1311.111111111111,177.7777777777778,59728.3950617284,4173.0
P5186,45.55555555555556,1311.111111111111,202.2222222222222,59728.3950617284,4173.0
P5187,45.55555555555556,1311.111111111111,226.6666666666667,59728.3950617284,4173.0
P5188,45.55555555555556,1311.111111111111,251.1111111111111,59728.3950617284,4173.0
P5189,45.55555555555556,1311.111111111111,275.5555555555555,59728.3950617284,4173.0
P5190,45.55555555555556,1311.111111111111,300.0,59728.3950617284,4491.0
P5191,45.55555555555556,1355.555555555556,80.0,61753.08641975311,4264.0
P5192,45.55555555555556,1355.555555555556,104.4444444444444,61753.08641975311,4264.0
P5193,45.55555555555556,1355.555555555556,128.8888888888889,61753.08641975311,4264.0
P5194,45.55555555555556,1355.555555555556,153.3333333333333,61753.08641975311,4264.0
P5195,45.55555555555556,1355.555555555556,177.7777777777778,61753.08641975311,4264.0
P5196,45.55555555555556,1355.555555555556,202.2222222222222,61753.08641975311,4264.0
P5197,45.55555555555556,1355.555555555556,226.6666666666667,61753.08641975311,4264.0
P5198,45.55555555555556,1355.555555555556,251.1111111111111,61753.08641975311,4264.0
P5199,45.55555555555556,1355.555555555556,275.5555555555555,61753.08641975311,4491.0
P5200,45.55555555555556,1355.555555555556,300.0,61753.08641975311,4491.0
P5201,45.55555555555556,1400.0,80.0,63777.77777777778,4445.0
P5202,45.55555555555556,1400.0,104.4444444444444,63777.77777777778,4445.0
P5203,45.55555555555556,1400.0,128.8888888888889,63777.77777777778,4445.0
P5204,45.55555555555556,1400.0,153.3333333333333,63777.77777777778,4445.0
P5205,45.55555555555556,1400.0,177.7777777777778,63777.77777777778,4445.0
P5206,45.55555555555556,1400.0,202.2222222222222,63777.77777777778,4445.0
P5207,45.55555555555556,1400.0,226.6666666666667,63777.77777777778,4445.0
P5208,45.55555555555556,1400.0,251.1111111111111,63777.77777777778,4672.0
P5209,45.55555555555556,1400.0,275.5555555555555,63777.77777777778,4672.0
P5210,45.55555555555556,1400.0,300.0,63777.77777777778,4672.0
P5211,71.11111111111111,1000.0,80.0,71111.11111111111,4763.0
P5212,71.11111111111111,1000.0,104.4444444444444,71111.11111111111,4763.0
P5213,71.11111111111111,1000.0,128.8888888888889,71111.11111111111,4763.0
P5214,71.11111111111111,1000.0,153.3333333333333,71111.11111111111,4763.0
P5215,71.11111111111111,1000.0,177.7777777777778,71111.11111111111,4763.0
P5216,71.11111111111111,1000.0,202.2222222222222,71111.11111111111,4763.0
P5217,71.11111111111111,1000.0,226.6666666666667,71111.11111111111,4989.0
P5218,71.11111111111111,1000.0,251.1111111111111,71111.11111111111,4989.0
P5219,71.11111111111111,1000.0,275.5555555555555,71111.11111111111,4989.0
P5220,71.11111111111111,1000.0,300.0,71111.11111111111,4989.0
P5221,71.11111111111111,1044.444444444444,80.0,74271.60493827157,4853.0
P5222,71.11111111111111,1044.444444444444,104.4444444444444,74271.60493827157,4853.0
P5223,71.11111111111111,1044.444444444444,128.8888888888889,74271.60493827157,4853.0
P5224,71.11111111111111,1044.444444444444,153.3333333333333,74271.60493827157,4853.0
P5225,71.11111111111111,1044.444444444444,177.7777777777778,74271.60493827157,4853.0
P5226,71.11111111111111,1044.444444444444,202.2222222222222,74271.60493827157,5080.0
P5227,71.11111111111111,1044.444444444444,226.6666666666667,74271.60493827157,5080.0
P5228,71.11111111111111,1044.444444444444,251.1111111111111,74271.60493827157,5080.0
P5229,71.11111111111111,1044.444444444444,275.5555555555555,74271.60493827157,5080.0
P5230,71.11111111111111,1044.444444444444,300.0,74271.60493827157,5080.0
P5231,71.11111111111111,1088.888888888889,80.0,77432.0987654321,5080.0
P5232,71.11111111111111,1088.888888888889,104.4444444444444,77432.0987654321,5080.0
P5233,71.11111111111111,1088.888888888889,128.8888888888889,77432.0987654321,5080.0
P5234,71.11111111111111,1088.888888888889,153.3333333333333,77432.0987654321,5080.0
P5235,71.11111111111111,1088.888888888889,177.7777777777778,77432.0987654321,5262.0
P5236,71.11111111111111,1088.888888888889,202.2222222222222,77432.0987654321,5262.0
P5237,71.11111111111111,1088.888888888889,226.6666666666667,77432.0987654321,5262.0
P5238,71.11111111111111,1088.888888888889,251.1111111111111,77432.0987654321,5262.0
P5239,71.11111111111111,1088.888888888889,275.5555555555555,77432.0987654321,5262.0
P5240,71.11111111111111,1088.888888888889,300.0,77432.0987654321,5262.0
P5241,71.11111111111111,1133.333333333333,80.0,80592.59259259257,5171.0
P5242,71.11111111111111,1133.333333333333,104.4444444444444,80592.59259259257,5171.0
P5243,71.11111111111111,1133.333333333333,128.8888888888889,80592.59259259257,5171.0
P5244,71.11111111111111,1133.333333333333,153.3333333333333,80592.59259259257,5398.0
P5245,71.11111111111111,1133.333333333333,177.7777777777778,80592.59259259257,5398.0
P5246,71.11111111111111,1133.333333333333,202.2222222222222,80592.59259259257,5398.0
P5247,71.11111111111111,1133.333333333333,226.6666666666667,80592.59259259257,5398.0
P5248,71.11111111111111,1133.333333333333,251.1111111111111,80592.59259259257,5398.0
P5249,71.11111111111111,1133.333333333333,275.5555555555555,80592.59259259257,5398.0
P5250,71.11111111111111,1133.333333333333,300.0,80592.59259259257,5398.0
P5251,71.11111111111111,1177.777777777778,80.0,83753.0864197531,5262.0
P5252,71.11111111111111,1177.777777777778,104.4444444444444,83753.0864197531,5262.0
P5253,71.11111111111111,1177.777777777778,128.8888888888889,83753.0864197531,5488.0
P5254,71.11111111111111,1177.777777777778,153.3333333333333,83753.0864197531,5488.0
P5255,71.11111111111111,1177.777777777778,177.7777777777778,83753.0864197531,5488.0
P5256,71.11111111111111,1177.777777777778,202.2222222222222,83753.0864197531,5488.0
P5257,71.11111111111111,1177.777777777778,226.6666666666667,83753.0864197531,5488.0
P5258,71.11111111111111,1177.777777777778,251.1111111111111,83753.0864197531,5488.0
P5259,71.11111111111111,1177.777777777778,275.5555555555555,83753.0864197531,5488.0
P5260,71.11111111111111,1177.777777777778,300.0,83753.0864197531,5488.0
P5261,71.11111111111111,1222.222222222222,80.0,86913.58024691357,5443.0
P5262,71.11111111111111,1222.222222222222,104.4444444444444,86913.58024691357,5670.0
P5263,71.11111111111111,1222.222222222222,128.8888888888889,86913.58024691357,5670.0
P5264,71.11111111111111,1222.222222222222,153.3333333333333,86913.58024691357,5670.0
P5265,71.11111111111111,1222.222222222222,177.7777777777778,86913.58024691357,5670.0
P5266,71.11111111111111,1222.222222222222,202.2222222222222,86913.58024691357,5670.0
P5267,71.11111111111111,1222.222222222222,226.6666666666667,86913.58024691357,5670.0
P5268,71.11111111111111,1222.222222222222,251.1111111111111,86913.58024691357,5670.0
P5269,71.11111111111111,1222.222222222222,275.5555555555555,86913.58024691357,5670.0
P5270,71.11111111111111,1222.222222222222,300.0,86913.58024691357,5670.0
P5271,71.11111111111111,1266.666666666667,80.0,90074.0740740741,5761.0
P5272,71.11111111111111,1266.666666666667,104.4444444444444,90074.0740740741,5761.0
P5273,71.11111111111111,1266.666666666667,128.8888888888889,90074.0740740741,5761.0
P5274,71.11111111111111,1266.666666666667,153.3333333333333,90074.0740740741,5761.0
P5275,71.11111111111111,1266.666666666667,177.7777777777778,90074.0740740741,5761.0
P5276,71.11111111111111,1266.666666666667,202.2222222222222,90074.0740740741,5761.0
P5277,71.11111111111111,1266.666666666667,226.6666666666667,90074.0740740741,5761.0
P5278,71.11111111111111,1266.666666666667,251.1111111111111,90074.0740740741,5761.0
P5279,71.11111111111111,1266.666666666667,275.5555555555555,90074.0740740741,5761.0
P5280,71.11111111111111,1266.666666666667,300.0,90074.0740740741,6123.0
P5281,71.11111111111111,1311.111111111111,80.0,93234.56790123456,5987.0
P5282,71.11111111111111,1311.111111111111,104.4444444444444,93234.56790123456,5987.0
P5283,71.11111111111111,1311.111111111111,128.8888888888889,93234.56790123456,5987.0
P5284,71.11111111111111,1311.111111111111,153.3333333333333,93234.56790123456,5987.0
P5285,71.11111111111111,1311.111111111111,177.7777777777778,93234.56790123456,5987.0
P5286,71.11111111111111,1311.111111111111,202.2222222222222,93234.56790123456,5987.0
P5287,71.11111111111111,1311.111111111111,226.6666666666667,93234.56790123456,5987.0
P5288,71.11111111111111,1311.111111111111,251.1111111111111,93234.56790123456,5987.0
P5289,71.11111111111111,1311.111111111111,275.5555555555555,93234.56790123456,6214.0
P5290,71.11111111111111,1311.111111111111,300.0,93234.56790123456,6214.0
P5291,71.11111111111111,1355.555555555556,80.0,96395.0617283951,6078.0
P5292,71.11111111111111,1355.555555555556,104.4444444444444,96395.0617283951,6078.0
P5293,71.11111111111111,1355.555555555556,128.8888888888889,96395.0617283951,6078.0
P5294,71.11111111111111,1355.555555555556,153.3333333333333,96395.0617283951,6078.0
P5295,71.11111111111111,1355.555555555556,177.7777777777778,96395.0617283951,6078.0
P5296,71.11111111111111,1355.555555555556,202.2222222222222,96395.0617283951,6078.0
P5297,71.11111111111111,1355.555555555556,226.6666666666667,96395.0617283951,6078.0
P5298,71.11111111111111,1355.555555555556,251.1111111111111,96395.0617283951,6396.0
P5299,71.11111111111111,1355.555555555556,275.5555555555555,96395.0617283951,6396.0
P5300,71.11111111111111,1355.555555555556,300.0,96395.0617283951,6396.0
P5301,71.11111111111111,1400.0,80.0,99555.55555555556,6305.0
P5302,71.11111111111111,1400.0,104.4444444444444,99555.55555555556,6305.0
P5303,71.11111111111111,1400.0,128.8888888888889,99555.55555555556,6305.0
P5304,71.11111111111111,1400.0,153.3333333333333,99555.55555555556,6305.0
P5305,71.11111111111111,1400.0,177.7777777777778,99555.55555555556,6305.0
P5306,71.11111111111111,1400.0,202.2222222222222,99555.55555555556,6486.0
P5307,71.11111111111111,1400.0,226.6666666666667,99555.55555555556,6486.0
P5308,71.11111111111111,1400.0,251.1111111111111,99555.55555555556,6486.0
P5309,71.11111111111111,1400.0,275.5555555555555,99555.55555555556,6486.0
P5310,71.11111111111111,1400.0,300.0,99555.55555555556,6486.0
P5311,96.66666666666669,1000.0,80.0,96666.66666666669,5851.0
P5312,96.66666666666669,1000.0,104.4444444444444,96666.66666666669,6078.0
P5313,96.66666666666669,1000.0,128.8888888888889,96666.66666666669,6078.0
P5314,96.66666666666669,1000.0,153.3333333333333,96666.66666666669,6078.0
P5315,96.66666666666669,1000.0,177.7777777777778,96666.66666666669,6078.0
P5316,96.66666666666669,1000.0,202.2222222222222,96666.66666666669,6078.0
P5317,96.66666666666669,1000.0,226.6666666666667,96666.66666666669,6078.0
P5318,96.66666666666669,1000.0,251.1111111111111,96666.66666666669,6078.0
P5319,96.66666666666669,1000.0,275.5555555555555,96666.66666666669,6396.0
P5320,96.66666666666669,1000.0,300.0,96666.66666666669,6396.0
P5321,96.66666666666669,1044.444444444444,80.0,100962.96296296293,6305.0
P5322,96.66666666666669,1044.444444444444,104.4444444444444,100962.96296296293,6305.0
P5323,96.66666666666669,1044.444444444444,128.8888888888889,100962.96296296293,6305.0
P5324,96.66666666666669,1044.444444444444,153.3333333333333,100962.96296296293,6305.0
P5325,96.66666666666669,1044.444444444444,177.7777777777778,100962.96296296293,6305.0
P5326,96.66666666666669,1044.444444444444,202.2222222222222,100962.96296296293,6305.0
P5327,96.66666666666669,1044.444444444444,226.6666666666667,100962.96296296293,6305.0
P5328,96.66666666666669,1044.444444444444,251.1111111111111,100962.96296296293,6622.0
P5329,96.66666666666669,1044.444444444444,275.5555555555555,100962.96296296293,6622.0
P5330,96.66666666666669,1044.444444444444,300.0,100962.96296296293,6622.0
P5331,96.66666666666669,1088.888888888889,80.0,105259.25925925928,6486.0
P5332,96.66666666666669,1088.888888888889,104.4444444444444,105259.25925925928,6486.0
P5333,96.66666666666669,1088.888888888889,128.8888888888889,105259.25925925928,6486.0
P5334,96.66666666666669,1088.888888888889,153.3333333333333,105259.25925925928,6486.0
P5335,96.66666666666669,1088.888888888889,177.7777777777778,105259.25925925928,6486.0
P5336,96.66666666666669,1088.888888888889,202.2222222222222,105259.25925925928,6486.0
P5337,96.66666666666669,1088.888888888889,226.6666666666667,105259.25925925928,6804.0
P5338,96.66666666666669,1088.888888888889,251.1111111111111,105259.25925925928,6804.0
P5339,96.66666666666669,1088.888888888889,275.5555555555555,105259.25925925928,6804.0
P5340,96.66666666666669,1088.888888888889,300.0,105259.25925925928,6804.0
P5341,96.66666666666669,1133.333333333333,80.0,109555.55555555555,6668.0
P5342,96.66666666666669,1133.333333333333,104.4444444444444,109555.55555555555,6668.0
P5343,96.66666666666669,1133.333333333333,128.8888888888889,109555.55555555555,6668.0
P5344,96.66666666666669,1133.333333333333,153.3333333333333,109555.55555555555,6668.0
P5345,96.66666666666669,1133.333333333333,177.7777777777778,109555.55555555555,6668.0
P5346,96.66666666666669,1133.333333333333,202.2222222222222,109555.55555555555,6985.0
P5347,96.66666666666669,1133.333333333333,226.6666666666667,109555.55555555555,6985.0
P5348,96.66666666666669,1133.333333333333,251.1111111111111,109555.55555555555,6985.0
P5349,96.66666666666669,1133.333333333333,275.5555555555555,109555.55555555555,6985.0
P5350,96.66666666666669,1133.333333333333,300.0,109555.55555555555,6985.0
P5351,96.66666666666669,1177.777777777778,80.0,113851.8518518519,6895.0
P5352,96.66666666666669,1177.777777777778,104.4444444444444,113851.8518518519,6895.0
P5353,96.66666666666669,1177.777777777778,128.8888888888889,113851.8518518519,6895.0
P5354,96.66666666666669,1177.777777777778,153.3333333333333,113851.8518518519,6895.0
P5355,96.66666666666669,1177.777777777778,177.7777777777778,113851.8518518519,7121.0
P5356,96.66666666666669,1177.777777777778,202.2222222222222,113851.8518518519,7121.0
P5357,96.66666666666669,1177.777777777778,226.6666666666667,113851.8518518519,7121.0
P5358,96.66666666666669,1177.777777777778,251.1111111111111,113851.8518518519,7121.0
P5359,96.66666666666669,1177.777777777778,275.5555555555555,113851.8518518519,7121.0
P5360,96.66666666666669,1177.777777777778,300.0,113851.8518518519,7121.0
P5361,96.66666666666669,1222.222222222222,80.0,118148.14814814815,7076.0
P5362,96.66666666666669,1222.222222222222,104.4444444444444,118148.14814814815,7076.0
P5363,96.66666666666669,1222.222222222222,128.8888888888889,118148.14814814815,7076.0
P5364,96.66666666666669,1222.222222222222,153.3333333333333,118148.14814814815,7394.0
P5365,96.66666666666669,1222.222222222222,177.7777777777778,118148.14814814815,7394.0
P5366,96.66666666666669,1222.222222222222,202.2222222222222,118148.14814814815,7394.0
P5367,96.66666666666669,1222.222222222222,226.6666666666667,118148.14814814815,7394.0
P5368,96.66666666666669,1222.222222222222,251.1111111111111,118148.14814814815,7394.0
P5369,96.66666666666669,1222.222222222222,275.5555555555555,118148.14814814815,7394.0
P5370,96.66666666666669,1222.222222222222,300.0,118148.14814814815,7394.0
P5371,96.66666666666669,1266.666666666667,80.0,122444.4444444445,7303.0
P5372,96.66666666666669,1266.666666666667,104.4444444444444,122444.4444444445,7303.0
P5373,96.66666666666669,1266.666666666667,128.8888888888889,122444.4444444445,7484.0
P5374,96.66666666666669,1266.666666666667,153.3333333333333,122444.4444444445,7484.0
P5375,96.66666666666669,1266.666666666667,177.7777777777778,122444.4444444445,7484.0
P5376,96.66666666666669,1266.666666666667,202.2222222222222,122444.4444444445,7484.0
P5377,96.66666666666669,1266.666666666667,226.6666666666667,122444.4444444445,7484.0
P5378,96.66666666666669,1266.666666666667,251.1111111111111,122444.4444444445,7484.0
P5379,96.66666666666669,1266.666666666667,275.5555555555555,122444.4444444445,7484.0
P5380,96.66666666666669,1266.666666666667,300.0,122444.4444444445,7484.0
P5381,96.66666666666669,1311.111111111111,80.0,126740.74074074076,7394.0
P5382,96.66666666666669,1311.111111111111,104.4444444444444,126740.74074074076,7711.0
P5383,96.66666666666669,1311.111111111111,128.8888888888889,126740.74074074076,7711.0
P5384,96.66666666666669,1311.111111111111,153.3333333333333,126740.74074074076,7711.0
