tag,heat_area,tube_des_pres,tube_out_diameter,tube_len,shell_diameter,weight_kg
P5024,1005.1,1675.0,21.6,7.300000000000001,1500.0,28400.0
P5025,1156.55,1675.0,21.6,8.4,1500.0,31000.0
P5026,1308.0,1675.0,21.6,9.5,1500.0,33800.0
P5027,491.74,1675.0,24.2,4.0,1500.0,19600.0
P5028,626.97,1675.0,24.2,5.1,1500.0,22000.0
P5029,762.2,1675.0,24.2,6.2,1500.0,24800.0
P5030,897.42,1675.0,24.2,7.300000000000001,1500.0,27200.0
P5031,1032.65,1675.0,24.2,8.4,1500.0,29600.0
P5032,1167.88,1675.0,24.2,9.5,1500.0,32400.0
P5033,443.87,1675.0,26.8,4.0,1500.0,19000.0
P5034,565.94,1675.0,26.8,5.1,1500.0,21200.0
P5035,688.01,1675.0,26.8,6.2,1500.0,24000.0
P5036,810.07,1675.0,26.8,7.300000000000001,1500.0,26200.0
P5037,932.14,1675.0,26.8,8.4,1500.0,28600.0
P5038,1054.2,1675.0,26.8,9.5,1500.0,31000.0
P5039,404.55,1675.0,29.4,4.0,1500.0,18600.0
P5040,515.8,1675.0,29.4,5.1,1500.0,20800.0
P5041,627.05,1675.0,29.4,6.2,1500.0,23200.0
P5042,738.3,1675.0,29.4,7.300000000000001,1500.0,25400.0
P5043,849.55,1675.0,29.4,8.4,1500.0,27600.0
P5044,960.8,1675.0,29.4,9.5,1500.0,30000.0
P5045,371.56,1675.0,32.0,4.0,1500.0,19400.0
P5046,473.74,1675.0,32.0,5.1,1500.0,21800.0
P5047,575.92,1675.0,32.0,6.2,1500.0,24600.0
P5048,678.1,1675.0,32.0,7.300000000000001,1500.0,26800.0
P5049,780.28,1675.0,32.0,8.4,1500.0,29200.0
P5050,882.46,1675.0,32.0,9.5,1500.0,31800.0
P5051,181.94,2000.0,19.0,4.0,820.0,6800.0
P5052,231.97,2000.0,19.0,5.1,820.0,7800.0
P5053,282.0,2000.0,19.0,6.2,820.0,8800.0
P5054,332.03,2000.0,19.0,7.300000000000001,820.0,10000.0
P5055,382.07,2000.0,19.0,8.4,820.0,10800.0
P5056,432.1,2000.0,19.0,9.5,820.0,12000.0
P5057,159.87,2000.0,21.6,4.0,820.0,6400.0
P5058,203.84,2000.0,21.6,5.1,820.0,7400.0
P5059,247.81,2000.0,21.6,6.2,820.0,8400.0
P5060,291.77,2000.0,21.6,7.300000000000001,820.0,9600.0
P5061,335.74,2000.0,21.6,8.4,820.0,10200.0
P5062,379.7,2000.0,21.6,9.5,820.0,11400.0
P5063,142.63,2000.0,24.2,4.0,820.0,6200.0
P5064,181.85,2000.0,24.2,5.1,820.0,7200.0
P5065,221.07,2000.0,24.2,6.2,820.0,8000.0
P5066,260.29,2000.0,24.2,7.300000000000001,820.0,9200.0
P5067,299.51,2000.0,24.2,8.4,820.0,9800.0
P5068,338.74,2000.0,24.2,9.5,820.0,11000.0
P5069,128.99,2000.0,26.8,4.0,820.0,6200.0
P5070,164.46,2000.0,26.8,5.1,820.0,7000.0
P5071,199.93,2000.0,26.8,6.2,820.0,7800.0
P5072,235.4,2000.0,26.8,7.300000000000001,820.0,8800.0
P5073,270.87,2000.0,26.8,8.4,820.0,9600.0
P5074,306.34,2000.0,26.8,9.5,820.0,10600.0
P5075,117.49,2000.0,29.4,4.0,820.0,6000.0
P5076,149.79,2000.0,29.4,5.1,820.0,6800.0
P5077,182.1,2000.0,29.4,6.2,820.0,7600.0
P5078,214.41,2000.0,29.4,7.300000000000001,820.0,8600.0
P5079,246.72,2000.0,29.4,8.4,820.0,9200.0
P5080,279.03,2000.0,29.4,9.5,820.0,10200.0
P5081,107.77,2000.0,32.0,4.0,820.0,6200.0
P5082,137.41,2000.0,32.0,5.1,820.0,7200.0
P5083,167.04,2000.0,32.0,6.2,820.0,8000.0
P5084,196.68,2000.0,32.0,7.300000000000001,820.0,9000.0
P5085,226.32,2000.0,32.0,8.4,820.0,9800.0
P5086,255.95,2000.0,32.0,9.5,820.0,10800.0
P5087,237.33,2000.0,19.0,4.0,933.3333333333334,8400.0
P5088,302.59,2000.0,19.0,5.1,933.3333333333334,9600.0
P5089,367.86,2000.0,19.0,6.2,933.3333333333334,11000.0
P5090,433.12,2000.0,19.0,7.300000000000001,933.3333333333334,12200.0
P5091,498.39,2000.0,19.0,8.4,933.3333333333334,13600.0
P5092,563.66,2000.0,19.0,9.5,933.3333333333334,14600.0
P5093,208.73,2000.0,21.6,4.0,933.3333333333334,8200.0
P5094,266.13,2000.0,21.6,5.1,933.3333333333334,9200.0
P5095,323.54,2000.0,21.6,6.2,933.3333333333334,10400.0
P5096,380.94,2000.0,21.6,7.300000000000001,933.3333333333334,11600.0
P5097,438.34,2000.0,21.6,8.4,933.3333333333334,12800.0
P5098,495.74,2000.0,21.6,9.5,933.3333333333334,14000.0
P5099,186.42,2000.0,24.2,4.0,933.3333333333334,7800.0
P5100,237.68,2000.0,24.2,5.1,933.3333333333334,8800.0
P5101,288.95,2000.0,24.2,6.2,933.3333333333334,10200.0
P5102,340.21,2000.0,24.2,7.300000000000001,933.3333333333334,11200.0
P5103,391.48,2000.0,24.2,8.4,933.3333333333334,12400.0
P5104,442.74,2000.0,24.2,9.5,933.3333333333334,13400.0
P5105,168.39,2000.0,26.8,4.0,933.3333333333334,7600.0
P5106,214.7,2000.0,26.8,5.1,933.3333333333334,8800.0
P5107,261.0,2000.0,26.8,6.2,933.3333333333334,9800.0
P5108,307.31,2000.0,26.8,7.300000000000001,933.3333333333334,11000.0
P5109,353.62,2000.0,26.8,8.4,933.3333333333334,12000.0
P5110,399.92,2000.0,26.8,9.5,933.3333333333334,12800.0
P5111,153.32,2000.0,29.4,4.0,933.3333333333334,7600.0
P5112,195.49,2000.0,29.4,5.1,933.3333333333334,8600.0
P5113,237.65,2000.0,29.4,6.2,933.3333333333334,9600.0
P5114,279.81,2000.0,29.4,7.300000000000001,933.3333333333334,10600.0
P5115,321.98,2000.0,29.4,8.4,933.3333333333334,11600.0
P5116,364.14,2000.0,29.4,9.5,933.3333333333334,12400.0
P5117,140.74,2000.0,32.0,4.0,933.3333333333334,7800.0
P5118,179.45,2000.0,32.0,5.1,933.3333333333334,8800.0
P5119,218.15,2000.0,32.0,6.2,933.3333333333334,10000.0
P5120,256.86,2000.0,32.0,7.300000000000001,933.3333333333334,11000.0
P5121,295.56,2000.0,32.0,8.4,933.3333333333334,12200.0
P5122,334.27,2000.0,32.0,9.5,933.3333333333334,13200.0
P5123,300.36,2000.0,19.0,4.0,1046.666666666667,10400.0
P5124,382.96,2000.0,19.0,5.1,1046.666666666667,12000.0
P5125,465.56,2000.0,19.0,6.2,1046.666666666667,13800.0
P5126,548.16,2000.0,19.0,7.300000000000001,1046.666666666667,14800.0
P5127,630.76,2000.0,19.0,8.4,1046.666666666667,16400.0
P5128,713.36,2000.0,19.0,9.5,1046.666666666667,18000.0
P5129,264.1,2000.0,21.6,4.0,1046.666666666667,10000.0
P5130,336.73,2000.0,21.6,5.1,1046.666666666667,11400.0
P5131,409.36,2000.0,21.6,6.2,1046.666666666667,13200.0
P5132,481.99,2000.0,21.6,7.300000000000001,1046.666666666667,14200.0
P5133,554.62,2000.0,21.6,8.4,1046.666666666667,15600.0
P5134,627.25,2000.0,21.6,9.5,1046.666666666667,17200.0
P5135,235.68,2000.0,24.2,4.0,1046.666666666667,9600.0
P5136,300.49,2000.0,24.2,5.1,1046.666666666667,11000.0
P5137,365.31,2000.0,24.2,6.2,1046.666666666667,12600.0
P5138,430.12,2000.0,24.2,7.300000000000001,1046.666666666667,13600.0
P5139,494.93,2000.0,24.2,8.4,1046.666666666667,15000.0
P5140,559.75,2000.0,24.2,9.5,1046.666666666667,16400.0
P5141,212.84,2000.0,26.8,4.0,1046.666666666667,9400.0
P5142,271.38,2000.0,26.8,5.1,1046.666666666667,10800.0
P5143,329.91,2000.0,26.8,6.2,1046.666666666667,12200.0
P5144,388.44,2000.0,26.8,7.300000000000001,1046.666666666667,13200.0
P5145,446.97,2000.0,26.8,8.4,1046.666666666667,14400.0
P5146,505.5,2000.0,26.8,9.5,1046.666666666667,15800.0
P5147,193.96,2000.0,29.4,4.0,1046.666666666667,9200.0
P5148,247.3,2000.0,29.4,5.1,1046.666666666667,10400.0
P5149,300.64,2000.0,29.4,6.2,1046.666666666667,11800.0
P5150,353.98,2000.0,29.4,7.300000000000001,1046.666666666667,12800.0
P5151,407.32,2000.0,29.4,8.4,1046.666666666667,14000.0
P5152,460.66,2000.0,29.4,9.5,1046.666666666667,15200.0
P5153,178.14,2000.0,32.0,4.0,1046.666666666667,9600.0
P5154,227.13,2000.0,32.0,5.1,1046.666666666667,11000.0
P5155,276.12,2000.0,32.0,6.2,1046.666666666667,12400.0
P5156,325.11,2000.0,32.0,7.300000000000001,1046.666666666667,13400.0
P5157,374.1,2000.0,32.0,8.4,1046.666666666667,14800.0
P5158,423.08,2000.0,32.0,9.5,1046.666666666667,16200.0
P5159,370.8,2000.0,19.0,4.0,1160.0,12600.0
P5160,472.76,2000.0,19.0,5.1,1160.0,14400.0
P5161,574.73,2000.0,19.0,6.2,1160.0,16200.0
P5162,676.7,2000.0,19.0,7.300000000000001,1160.0,18000.0
P5163,778.67,2000.0,19.0,8.4,1160.0,19800.0
P5164,880.64,2000.0,19.0,9.5,1160.0,21400.0
P5165,325.99,2000.0,21.6,4.0,1160.0,12400.0
P5166,415.64,2000.0,21.6,5.1,1160.0,14000.0
P5167,505.29,2000.0,21.6,6.2,1160.0,15600.0
P5168,594.93,2000.0,21.6,7.300000000000001,1160.0,17400.0
P5169,684.58,2000.0,21.6,8.4,1160.0,19000.0
P5170,774.23,2000.0,21.6,9.5,1160.0,20400.0
P5171,291.03,2000.0,24.2,4.0,1160.0,12000.0
P5172,371.06,2000.0,24.2,5.1,1160.0,13400.0
P5173,451.1,2000.0,24.2,6.2,1160.0,15000.0
P5174,531.13,2000.0,24.2,7.300000000000001,1160.0,16600.0
P5175,611.16,2000.0,24.2,8.4,1160.0,18200.0
P5176,691.2,2000.0,24.2,9.5,1160.0,19600.0
P5177,262.69,2000.0,26.8,4.0,1160.0,11600.0
P5178,334.93,2000.0,26.8,5.1,1160.0,13000.0
P5179,407.17,2000.0,26.8,6.2,1160.0,14600.0
P5180,479.4,2000.0,26.8,7.300000000000001,1160.0,16000.0
P5181,551.64,2000.0,26.8,8.4,1160.0,17600.0
P5182,623.88,2000.0,26.8,9.5,1160.0,18800.0
P5183,239.4,2000.0,29.4,4.0,1160.0,11400.0
P5184,305.24,2000.0,29.4,5.1,1160.0,12800.0
P5185,371.08,2000.0,29.4,6.2,1160.0,14200.0
P5186,436.91,2000.0,29.4,7.300000000000001,1160.0,15600.0
P5187,502.75,2000.0,29.4,8.4,1160.0,17000.0
P5188,568.59,2000.0,29.4,9.5,1160.0,18200.0
P5189,219.96,2000.0,32.0,4.0,1160.0,11800.0
P5190,280.45,2000.0,32.0,5.1,1160.0,13400.0
P5191,340.94,2000.0,32.0,6.2,1160.0,14800.0
P5192,401.43,2000.0,32.0,7.300000000000001,1160.0,16400.0
P5193,461.92,2000.0,32.0,8.4,1160.0,18000.0
P5194,522.41,2000.0,32.0,9.5,1160.0,19400.0
P5195,448.63,2000.0,19.0,4.0,1273.333333333333,15000.0
P5196,572.01,2000.0,19.0,5.1,1273.333333333333,17200.0
P5197,695.38,2000.0,19.0,6.2,1273.333333333333,19200.0
P5198,818.75,2000.0,19.0,7.300000000000001,1273.333333333333,21400.0
P5199,942.13,2000.0,19.0,8.4,1273.333333333333,23800.0
P5200,1065.5,2000.0,19.0,9.5,1273.333333333333,25600.0
P5201,394.39,2000.0,21.6,4.0,1273.333333333333,14400.0
P5202,502.85,2000.0,21.6,5.1,1273.333333333333,16400.0
P5203,611.31,2000.0,21.6,6.2,1273.333333333333,18400.0
P5204,719.77,2000.0,21.6,7.300000000000001,1273.333333333333,20200.0
P5205,828.23,2000.0,21.6,8.4,1273.333333333333,22600.0
P5206,936.68,2000.0,21.6,9.5,1273.333333333333,24200.0
P5207,352.15,2000.0,24.2,4.0,1273.333333333333,13800.0
P5208,449.0,2000.0,24.2,5.1,1273.333333333333,15800.0
P5209,545.84,2000.0,24.2,6.2,1273.333333333333,17600.0
P5210,642.68,2000.0,24.2,7.300000000000001,1273.333333333333,19400.0
P5211,739.53,2000.0,24.2,8.4,1273.333333333333,21600.0
P5212,836.37,2000.0,24.2,9.5,1273.333333333333,23200.0
P5213,317.92,2000.0,26.8,4.0,1273.333333333333,13400.0
P5214,405.35,2000.0,26.8,5.1,1273.333333333333,15400.0
P5215,492.77,2000.0,26.8,6.2,1273.333333333333,17000.0
P5216,580.2,2000.0,26.8,7.300000000000001,1273.333333333333,18600.0
P5217,667.63,2000.0,26.8,8.4,1273.333333333333,20800.0
P5218,755.06,2000.0,26.8,9.5,1273.333333333333,22200.0
P5219,289.65,2000.0,29.4,4.0,1273.333333333333,13200.0
P5220,369.3,2000.0,29.4,5.1,1273.333333333333,15000.0
P5221,448.96,2000.0,29.4,6.2,1273.333333333333,16600.0
P5222,528.61,2000.0,29.4,7.300000000000001,1273.333333333333,18000.0
P5223,608.26,2000.0,29.4,8.4,1273.333333333333,20000.0
P5224,687.92,2000.0,29.4,9.5,1273.333333333333,21400.0
P5225,266.21,2000.0,32.0,4.0,1273.333333333333,13800.0
P5226,339.41,2000.0,32.0,5.1,1273.333333333333,15600.0
P5227,412.62,2000.0,32.0,6.2,1273.333333333333,17400.0
P5228,485.83,2000.0,32.0,7.300000000000001,1273.333333333333,19200.0
P5229,559.03,2000.0,32.0,8.4,1273.333333333333,21200.0
P5230,632.24,2000.0,32.0,9.5,1273.333333333333,22800.0
P5231,533.63,2000.0,19.0,4.0,1386.666666666667,17600.0
P5232,680.38,2000.0,19.0,5.1,1386.666666666667,20000.0
P5233,827.13,2000.0,19.0,6.2,1386.666666666667,22400.0
P5234,973.88,2000.0,19.0,7.300000000000001,1386.666666666667,25000.0
P5235,1120.62,2000.0,19.0,8.4,1386.666666666667,27400.0
P5236,1267.37,2000.0,19.0,9.5,1386.666666666667,30000.0
P5237,469.31,2000.0,21.6,4.0,1386.666666666667,16800.0
P5238,598.37,2000.0,21.6,5.1,1386.666666666667,19200.0
P5239,727.43,2000.0,21.6,6.2,1386.666666666667,21600.0
P5240,856.49,2000.0,21.6,7.300000000000001,1386.666666666667,23600.0
P5241,985.55,2000.0,21.6,8.4,1386.666666666667,26000.0
P5242,1114.61,2000.0,21.6,9.5,1386.666666666667,28400.0
P5243,419.06,2000.0,24.2,4.0,1386.666666666667,16200.0
P5244,534.3,2000.0,24.2,5.1,1386.666666666667,18400.0
P5245,649.54,2000.0,24.2,6.2,1386.666666666667,20600.0
P5246,764.78,2000.0,24.2,7.300000000000001,1386.666666666667,22600.0
P5247,880.02,2000.0,24.2,8.4,1386.666666666667,24800.0
P5248,995.26,2000.0,24.2,9.5,1386.666666666667,27000.0
P5249,378.2,2000.0,26.8,4.0,1386.666666666667,15800.0
P5250,482.21,2000.0,26.8,5.1,1386.666666666667,17800.0
P5251,586.21,2000.0,26.8,6.2,1386.666666666667,19800.0
P5252,690.22,2000.0,26.8,7.300000000000001,1386.666666666667,21800.0
P5253,794.23,2000.0,26.8,8.4,1386.666666666667,23800.0
P5254,898.23,2000.0,26.8,9.5,1386.666666666667,26000.0
P5255,344.7,2000.0,29.4,4.0,1386.666666666667,15400.0
P5256,439.49,2000.0,29.4,5.1,1386.666666666667,17400.0
P5257,534.28,2000.0,29.4,6.2,1386.666666666667,19400.0
P5258,629.07,2000.0,29.4,7.300000000000001,1386.666666666667,21200.0
P5259,723.87,2000.0,29.4,8.4,1386.666666666667,23000.0
P5260,818.66,2000.0,29.4,9.5,1386.666666666667,25000.0
P5261,316.87,2000.0,32.0,4.0,1386.666666666667,16200.0
P5262,404.01,2000.0,32.0,5.1,1386.666666666667,18200.0
P5263,491.15,2000.0,32.0,6.2,1386.666666666667,20400.0
P5264,578.29,2000.0,32.0,7.300000000000001,1386.666666666667,22400.0
P5265,665.43,2000.0,32.0,8.4,1386.666666666667,24400.0
P5266,752.57,2000.0,32.0,9.5,1386.666666666667,26600.0
P5267,626.27,2000.0,19.0,4.0,1500.0,21200.0
P5268,798.49,2000.0,19.0,5.1,1500.0,24000.0
P5269,970.72,2000.0,19.0,6.2,1500.0,27400.0
P5270,1142.94,2000.0,19.0,7.300000000000001,1500.0,30200.0
P5271,1315.17,2000.0,19.0,8.4,1500.0,33000.0
P5272,1487.39,2000.0,19.0,9.5,1500.0,36200.0
P5273,550.74,2000.0,21.6,4.0,1500.0,20400.0
P5274,702.19,2000.0,21.6,5.1,1500.0,23000.0
P5275,853.65,2000.0,21.6,6.2,1500.0,26000.0
P5276,1005.1,2000.0,21.6,7.300000000000001,1500.0,28600.0
P5277,1156.55,2000.0,21.6,8.4,1500.0,31200.0
P5278,1308.0,2000.0,21.6,9.5,1500.0,34200.0
P5279,491.74,2000.0,24.2,4.0,1500.0,20000.0
P5280,626.97,2000.0,24.2,5.1,1500.0,22400.0
P5281,762.2,2000.0,24.2,6.2,1500.0,25200.0
P5282,897.42,2000.0,24.2,7.300000000000001,1500.0,27600.0
P5283,1032.65,2000.0,24.2,8.4,1500.0,30000.0
P5284,1167.88,2000.0,24.2,9.5,1500.0,32800.0
P5285,443.87,2000.0,26.8,4.0,1500.0,19400.0
P5286,565.94,2000.0,26.8,5.1,1500.0,21600.0
P5287,688.01,2000.0,26.8,6.2,1500.0,24400.0
P5288,810.07,2000.0,26.8,7.300000000000001,1500.0,26600.0
P5289,932.14,2000.0,26.8,8.4,1500.0,29000.0
P5290,1054.2,2000.0,26.8,9.5,1500.0,31400.0
P5291,404.55,2000.0,29.4,4.0,1500.0,19000.0
P5292,515.8,2000.0,29.4,5.1,1500.0,21200.0
P5293,627.05,2000.0,29.4,6.2,1500.0,23600.0
P5294,738.3,2000.0,29.4,7.300000000000001,1500.0,25800.0
P5295,849.55,2000.0,29.4,8.4,1500.0,28000.0
P5296,960.8,2000.0,29.4,9.5,1500.0,30400.0
P5297,371.56,2000.0,32.0,4.0,1500.0,19800.0
P5298,473.74,2000.0,32.0,5.1,1500.0,22200.0
P5299,575.92,2000.0,32.0,6.2,1500.0,25000.0
P5300,678.1,2000.0,32.0,7.300000000000001,1500.0,27200.0
P5301,780.28,2000.0,32.0,8.4,1500.0,29600.0
P5302,882.46,2000.0,32.0,9.5,1500.0,32400.0
P5303,19.23,2500.0,16.0,2.5,325.0,1180.0
P5304,27.69,2500.0,16.0,3.6,325.0,1420.0
P5305,36.15,2500.0,16.0,4.7,325.0,1640.0
P5306,44.61,2500.0,16.0,5.800000000000001,325.0,1880.0
P5307,53.07,2500.0,16.0,6.9,325.0,2200.0
P5308,61.52,2500.0,16.0,8.0,325.0,2400.0
P5309,17.2,2500.0,17.8,2.5,325.0,1160.0
P5310,24.76,2500.0,17.8,3.6,325.0,1380.0
P5311,32.33,2500.0,17.8,4.7,325.0,1600.0
P5312,39.89,2500.0,17.8,5.800000000000001,325.0,1820.0
P5313,47.46,2500.0,17.8,6.9,325.0,2000.0
P5314,55.03,2500.0,17.8,8.0,325.0,2200.0
P5315,15.55,2500.0,19.6,2.5,325.0,1140.0
P5316,22.39,2500.0,19.6,3.6,325.0,1360.0
P5317,29.23,2500.0,19.6,4.7,325.0,1560.0
P5318,36.07,2500.0,19.6,5.800000000000001,325.0,1780.0
P5319,42.91,2500.0,19.6,6.9,325.0,2000.0
P5320,49.75,2500.0,19.6,8.0,325.0,2200.0
P5321,14.29,2500.0,21.4,2.5,325.0,1140.0
P5322,20.57,2500.0,21.4,3.6,325.0,1340.0
P5323,26.86,2500.0,21.4,4.7,325.0,1560.0
P5324,33.14,2500.0,21.4,5.800000000000001,325.0,1780.0
P5325,39.43,2500.0,21.4,6.9,325.0,1960.0
P5326,45.72,2500.0,21.4,8.0,325.0,2200.0
P5327,13.12,2500.0,23.2,2.5,325.0,1120.0
P5328,18.89,2500.0,23.2,3.6,325.0,1320.0
P5329,24.66,2500.0,23.2,4.7,325.0,1520.0
P5330,30.44,2500.0,23.2,5.800000000000001,325.0,1740.0
P5331,36.21,2500.0,23.2,6.9,325.0,1920.0
P5332,41.98,2500.0,23.2,8.0,325.0,2200.0
P5333,12.17,2500.0,25.0,2.5,325.0,1120.0
P5334,17.53,2500.0,25.0,3.6,325.0,1300.0
P5335,22.89,2500.0,25.0,4.7,325.0,1500.0
P5336,28.24,2500.0,25.0,5.800000000000001,325.0,1720.0
P5337,33.6,2500.0,25.0,6.9,325.0,1900.0
P5338,38.96,2500.0,25.0,8.0,325.0,2200.0
P5339,33.43,2500.0,16.0,2.5,420.8333333333333,1740.0
P5340,48.13,2500.0,16.0,3.6,420.8333333333333,2000.0
P5341,62.84,2500.0,16.0,4.7,420.8333333333333,2400.0
P5342,77.55,2500.0,16.0,5.800000000000001,420.8333333333333,2800.0
P5343,92.26,2500.0,16.0,6.9,420.8333333333333,3200.0
P5344,106.96,2500.0,16.0,8.0,420.8333333333333,3600.0
P5345,30.06,2500.0,17.8,2.5,420.8333333333333,1740.0
P5346,43.28,2500.0,17.8,3.6,420.8333333333333,2200.0
P5347,56.51,2500.0,17.8,4.7,420.8333333333333,2400.0
P5348,69.73,2500.0,17.8,5.800000000000001,420.8333333333333,2800.0
P5349,82.96,2500.0,17.8,6.9,420.8333333333333,3200.0
P5350,96.18,2500.0,17.8,8.0,420.8333333333333,3400.0
P5351,27.25,2500.0,19.6,2.5,420.8333333333333,1720.0
P5352,39.24,2500.0,19.6,3.6,420.8333333333333,2000.0
P5353,51.22,2500.0,19.6,4.7,420.8333333333333,2400.0
P5354,63.21,2500.0,19.6,5.800000000000001,420.8333333333333,2600.0
P5355,75.2,2500.0,19.6,6.9,420.8333333333333,3000.0
P5356,87.19,2500.0,19.6,8.0,420.8333333333333,3400.0
P5357,24.88,2500.0,21.4,2.5,420.8333333333333,1700.0
P5358,35.82,2500.0,21.4,3.6,420.8333333333333,2000.0
P5359,46.77,2500.0,21.4,4.7,420.8333333333333,2400.0
P5360,57.71,2500.0,21.4,5.800000000000001,420.8333333333333,2600.0
P5361,68.66,2500.0,21.4,6.9,420.8333333333333,3000.0
P5362,79.6,2500.0,21.4,8.0,420.8333333333333,3200.0
P5363,22.96,2500.0,23.2,2.5,420.8333333333333,1660.0
P5364,33.06,2500.0,23.2,3.6,420.8333333333333,1980.0
P5365,43.16,2500.0,23.2,4.7,420.8333333333333,2200.0
P5366,53.26,2500.0,23.2,5.800000000000001,420.8333333333333,2600.0
P5367,63.37,2500.0,23.2,6.9,420.8333333333333,3000.0
P5368,73.47,2500.0,23.2,8.0,420.8333333333333,3200.0
P5369,21.4,2500.0,25.0,2.5,420.8333333333333,1660.0
P5370,30.82,2500.0,25.0,3.6,420.8333333333333,1960.0
P5371,40.24,2500.0,25.0,4.7,420.8333333333333,2200.0
P5372,49.65,2500.0,25.0,5.800000000000001,420.8333333333333,2600.0
P5373,59.07,2500.0,25.0,6.9,420.8333333333333,2800.0
P5374,68.49,2500.0,25.0,8.0,420.8333333333333,3200.0
P5375,51.65,2500.0,16.0,2.5,516.6666666666666,2400.0
P5376,74.37,2500.0,16.0,3.6,516.6666666666666,2800.0
P5377,97.1,2500.0,16.0,4.7,516.6666666666666,3400.0
P5378,119.82,2500.0,16.0,5.800000000000001,516.6666666666666,3800.0
P5379,142.55,2500.0,16.0,6.9,516.6666666666666,4400.0
P5380,165.27,2500.0,16.0,8.0,516.6666666666666,4800.0
P5381,46.41,2500.0,17.8,2.5,516.6666666666666,2400.0
P5382,66.84,2500.0,17.8,3.6,516.6666666666666,2800.0
P5383,87.26,2500.0,17.8,4.7,516.6666666666666,3200.0
P5384,107.68,2500.0,17.8,5.800000000000001,516.6666666666666,3800.0
P5385,128.1,2500.0,17.8,6.9,516.6666666666666,4200.0
P5386,148.52,2500.0,17.8,8.0,516.6666666666666,4600.0
P5387,42.03,2500.0,19.6,2.5,516.6666666666666,2400.0
P5388,60.52,2500.0,19.6,3.6,516.6666666666666,2800.0
P5389,79.01,2500.0,19.6,4.7,516.6666666666666,3200.0
P5390,97.5,2500.0,19.6,5.800000000000001,516.6666666666666,3600.0
P5391,115.99,2500.0,19.6,6.9,516.6666666666666,4000.0
P5392,134.48,2500.0,19.6,8.0,516.6666666666666,4400.0
P5393,38.49,2500.0,21.4,2.5,516.6666666666666,2200.0
P5394,55.42,2500.0,21.4,3.6,516.6666666666666,2600.0
P5395,72.36,2500.0,21.4,4.7,516.6666666666666,3000.0
P5396,89.29,2500.0,21.4,5.800000000000001,516.6666666666666,3600.0
P5397,106.23,2500.0,21.4,6.9,516.6666666666666,4000.0
P5398,123.17,2500.0,21.4,8.0,516.6666666666666,4400.0
P5399,35.53,2500.0,23.2,2.5,516.6666666666666,2200.0
P5400,51.17,2500.0,23.2,3.6,516.6666666666666,2600.0
P5401,66.8,2500.0,23.2,4.7,516.6666666666666,3000.0
P5402,82.43,2500.0,23.2,5.800000000000001,516.6666666666666,3400.0
P5403,98.07,2500.0,23.2,6.9,516.6666666666666,3800.0
P5404,113.7,2500.0,23.2,8.0,516.6666666666666,4200.0
P5405,32.99,2500.0,25.0,2.5,516.6666666666666,2200.0
P5406,47.5,2500.0,25.0,3.6,516.6666666666666,2600.0
P5407,62.02,2500.0,25.0,4.7,516.6666666666666,3000.0
P5408,76.53,2500.0,25.0,5.800000000000001,516.6666666666666,3400.0
P5409,91.04,2500.0,25.0,6.9,516.6666666666666,3800.0
P5410,105.56,2500.0,25.0,8.0,516.6666666666666,4200.0
P5411,73.64,2500.0,16.0,2.5,612.5,3200.0
P5412,106.04,2500.0,16.0,3.6,612.5,3800.0
P5413,138.44,2500.0,16.0,4.7,612.5,4600.0
P5414,170.84,2500.0,16.0,5.800000000000001,612.5,5200.0
P5415,203.24,2500.0,16.0,6.9,612.5,5800.0
P5416,235.64,2500.0,16.0,8.0,612.5,6400.0
P5417,66.27,2500.0,17.8,2.5,612.5,3200.0
P5418,95.42,2500.0,17.8,3.6,612.5,3800.0
P5419,124.58,2500.0,17.8,4.7,612.5,4400.0
P5420,153.74,2500.0,17.8,5.800000000000001,612.5,5000.0
P5421,182.89,2500.0,17.8,6.9,612.5,5800.0
P5422,212.05,2500.0,17.8,8.0,612.5,6400.0
P5423,60.19,2500.0,19.6,2.5,612.5,3200.0
P5424,86.67,2500.0,19.6,3.6,612.5,3800.0
P5425,113.16,2500.0,19.6,4.7,612.5,4400.0
P5426,139.64,2500.0,19.6,5.800000000000001,612.5,5000.0
P5427,166.12,2500.0,19.6,6.9,612.5,5400.0
P5428,192.61,2500.0,19.6,8.0,612.5,6200.0
P5429,55.13,2500.0,21.4,2.5,612.5,3200.0
P5430,79.39,2500.0,21.4,3.6,612.5,3600.0
P5431,103.64,2500.0,21.4,4.7,612.5,4200.0
P5432,127.9,2500.0,21.4,5.800000000000001,612.5,4800.0
P5433,152.16,2500.0,21.4,6.9,612.5,5400.0
P5434,176.41,2500.0,21.4,8.0,612.5,6000.0
P5435,50.84,2500.0,23.2,2.5,612.5,3000.0
P5436,73.21,2500.0,23.2,3.6,612.5,3600.0
P5437,95.57,2500.0,23.2,4.7,612.5,4200.0
P5438,117.94,2500.0,23.2,5.800000000000001,612.5,4600.0
P5439,140.31,2500.0,23.2,6.9,612.5,5200.0
P5440,162.68,2500.0,23.2,8.0,612.5,5800.0
P5441,47.12,2500.0,25.0,2.5,612.5,3000.0
P5442,67.86,2500.0,25.0,3.6,612.5,3600.0
P5443,88.59,2500.0,25.0,4.7,612.5,4000.0
P5444,109.33,2500.0,25.0,5.800000000000001,612.5,4600.0
P5445,130.06,2500.0,25.0,6.9,612.5,5000.0
P5446,150.8,2500.0,25.0,8.0,612.5,5600.0
