tag,diameter,ss_dist,pressure,trays_num,weight_kg
P4633,2.725,30.0,1400.0,31.66666666666667,75300.0
P4634,2.725,30.0,1400.0,32.5,75900.0
P4635,2.725,30.0,1400.0,33.33333333333334,76400.0
P4636,2.725,30.0,1400.0,34.16666666666666,77900.0
P4637,2.725,30.0,1400.0,35.0,78400.0
P4638,2.725,30.0,1466.666666666667,30.0,74300.0
P4639,2.725,30.0,1466.666666666667,30.83333333333333,74800.0
P4640,2.725,30.0,1466.666666666667,31.66666666666667,75300.0
P4641,2.725,30.0,1466.666666666667,32.5,75900.0
P4642,2.725,30.0,1466.666666666667,33.33333333333334,76400.0
P4643,2.725,30.0,1466.666666666667,34.16666666666666,77900.0
P4644,2.725,30.0,1466.666666666667,35.0,78400.0
P4645,2.725,30.0,1533.333333333333,30.0,81400.0
P4646,2.725,30.0,1533.333333333333,30.83333333333333,81900.0
P4647,2.725,30.0,1533.333333333333,31.66666666666667,82400.0
P4648,2.725,30.0,1533.333333333333,32.5,83000.0
P4649,2.725,30.0,1533.333333333333,33.33333333333334,83500.0
P4650,2.725,30.0,1533.333333333333,34.16666666666666,85000.0
P4651,2.725,30.0,1533.333333333333,35.0,85500.0
P4652,2.725,30.0,1600.0,30.0,81400.0
P4653,2.725,30.0,1600.0,30.83333333333333,81900.0
P4654,2.725,30.0,1600.0,31.66666666666667,82400.0
P4655,2.725,30.0,1600.0,32.5,83000.0
P4656,2.725,30.0,1600.0,33.33333333333334,83500.0
P4657,2.725,30.0,1600.0,34.16666666666666,85000.0
P4658,2.725,30.0,1600.0,35.0,85500.0
P4659,2.8,26.0,1200.0,30.0,66000.0
P4660,2.8,26.0,1200.0,30.83333333333333,66500.0
P4661,2.8,26.0,1200.0,31.66666666666667,67100.0
P4662,2.8,26.0,1200.0,32.5,67600.0
P4663,2.8,26.0,1200.0,33.33333333333334,68200.0
P4664,2.8,26.0,1200.0,34.16666666666666,69700.0
P4665,2.8,26.0,1200.0,35.0,70300.0
P4666,2.8,26.0,1266.666666666667,30.0,66000.0
P4667,2.8,26.0,1266.666666666667,30.83333333333333,66500.0
P4668,2.8,26.0,1266.666666666667,31.66666666666667,67100.0
P4669,2.8,26.0,1266.666666666667,32.5,67600.0
P4670,2.8,26.0,1266.666666666667,33.33333333333334,68200.0
P4671,2.8,26.0,1266.666666666667,34.16666666666666,69700.0
P4672,2.8,26.0,1266.666666666667,35.0,70300.0
P4673,2.8,26.0,1333.333333333333,30.0,70600.0
P4674,2.8,26.0,1333.333333333333,30.83333333333333,71100.0
P4675,2.8,26.0,1333.333333333333,31.66666666666667,67400.0
P4676,2.8,26.0,1333.333333333333,32.5,67900.0
P4677,2.8,26.0,1333.333333333333,33.33333333333334,68500.0
P4678,2.8,26.0,1333.333333333333,34.16666666666666,70000.0
P4679,2.8,26.0,1333.333333333333,35.0,70600.0
P4680,2.8,26.0,1400.0,30.0,69800.0
P4681,2.8,26.0,1400.0,30.83333333333333,70300.0
P4682,2.8,26.0,1400.0,31.66666666666667,70900.0
P4683,2.8,26.0,1400.0,32.5,71400.0
P4684,2.8,26.0,1400.0,33.33333333333334,72000.0
P4685,2.8,26.0,1400.0,34.16666666666666,73500.0
P4686,2.8,26.0,1400.0,35.0,74100.0
P4687,2.8,26.0,1466.666666666667,30.0,69800.0
P4688,2.8,26.0,1466.666666666667,30.83333333333333,70300.0
P4689,2.8,26.0,1466.666666666667,31.66666666666667,70900.0
P4690,2.8,26.0,1466.666666666667,32.5,77900.0
P4691,2.8,26.0,1466.666666666667,33.33333333333334,78500.0
P4692,2.8,26.0,1466.666666666667,34.16666666666666,73500.0
P4693,2.8,26.0,1466.666666666667,35.0,74100.0
P4694,2.8,26.0,1533.333333333333,30.0,76300.0
P4695,2.8,26.0,1533.333333333333,30.83333333333333,76800.0
P4696,2.8,26.0,1533.333333333333,31.66666666666667,77400.0
P4697,2.8,26.0,1533.333333333333,32.5,77900.0
P4698,2.8,26.0,1533.333333333333,33.33333333333334,78500.0
P4699,2.8,26.0,1533.333333333333,34.16666666666666,80000.0
P4700,2.8,26.0,1533.333333333333,35.0,80600.0
P4701,2.8,26.0,1600.0,30.0,75400.0
P4702,2.8,26.0,1600.0,30.83333333333333,75900.0
P4703,2.8,26.0,1600.0,31.66666666666667,76500.0
P4704,2.8,26.0,1600.0,32.5,77000.0
P4705,2.8,26.0,1600.0,33.33333333333334,77600.0
P4706,2.8,26.0,1600.0,34.16666666666666,79100.0
P4707,2.8,26.0,1600.0,35.0,79700.0
P4708,2.8,26.57142857142857,1200.0,30.0,66800.0
P4709,2.8,26.57142857142857,1200.0,30.83333333333333,67300.0
P4710,2.8,26.57142857142857,1200.0,31.66666666666667,67900.0
P4711,2.8,26.57142857142857,1200.0,32.5,68400.0
P4712,2.8,26.57142857142857,1200.0,33.33333333333334,69000.0
P4713,2.8,26.57142857142857,1200.0,34.16666666666666,70500.0
P4714,2.8,26.57142857142857,1200.0,35.0,71100.0
P4715,2.8,26.57142857142857,1266.666666666667,30.0,66800.0
P4716,2.8,26.57142857142857,1266.666666666667,30.83333333333333,67300.0
P4717,2.8,26.57142857142857,1266.666666666667,31.66666666666667,67900.0
P4718,2.8,26.57142857142857,1266.666666666667,32.5,68400.0
P4719,2.8,26.57142857142857,1266.666666666667,33.33333333333334,69000.0
P4720,2.8,26.57142857142857,1266.666666666667,34.16666666666666,70500.0
P4721,2.8,26.57142857142857,1266.666666666667,35.0,71100.0
P4722,2.8,26.57142857142857,1333.333333333333,30.0,67100.0
P4723,2.8,26.57142857142857,1333.333333333333,30.83333333333333,67600.0
P4724,2.8,26.57142857142857,1333.333333333333,31.66666666666667,68200.0
P4725,2.8,26.57142857142857,1333.333333333333,32.5,68700.0
P4726,2.8,26.57142857142857,1333.333333333333,33.33333333333334,69300.0
P4727,2.8,26.57142857142857,1333.333333333333,34.16666666666666,70800.0
P4728,2.8,26.57142857142857,1333.333333333333,35.0,71400.0
P4729,2.8,26.57142857142857,1400.0,30.0,70700.0
P4730,2.8,26.57142857142857,1400.0,30.83333333333333,71200.0
P4731,2.8,26.57142857142857,1400.0,31.66666666666667,71800.0
P4732,2.8,26.57142857142857,1400.0,32.5,72300.0
P4733,2.8,26.57142857142857,1400.0,33.33333333333334,72900.0
P4734,2.8,26.57142857142857,1400.0,34.16666666666666,74400.0
P4735,2.8,26.57142857142857,1400.0,35.0,75000.0
P4736,2.8,26.57142857142857,1466.666666666667,30.0,70700.0
P4737,2.8,26.57142857142857,1466.666666666667,30.83333333333333,71200.0
P4738,2.8,26.57142857142857,1466.666666666667,31.66666666666667,71800.0
P4739,2.8,26.57142857142857,1466.666666666667,32.5,72300.0
P4740,2.8,26.57142857142857,1466.666666666667,33.33333333333334,72900.0
P4741,2.8,26.57142857142857,1466.666666666667,34.16666666666666,74400.0
P4742,2.8,26.57142857142857,1466.666666666667,35.0,75000.0
P4743,2.8,26.57142857142857,1533.333333333333,30.0,77300.0
P4744,2.8,26.57142857142857,1533.333333333333,30.83333333333333,77800.0
P4745,2.8,26.57142857142857,1533.333333333333,31.66666666666667,78400.0
P4746,2.8,26.57142857142857,1533.333333333333,32.5,78900.0
P4747,2.8,26.57142857142857,1533.333333333333,33.33333333333334,79500.0
P4748,2.8,26.57142857142857,1533.333333333333,34.16666666666666,81000.0
P4749,2.8,26.57142857142857,1533.333333333333,35.0,81600.0
P4750,2.8,26.57142857142857,1600.0,30.0,76400.0
P4751,2.8,26.57142857142857,1600.0,30.83333333333333,76900.0
P4752,2.8,26.57142857142857,1600.0,31.66666666666667,77500.0
P4753,2.8,26.57142857142857,1600.0,32.5,78000.0
P4754,2.8,26.57142857142857,1600.0,33.33333333333334,78600.0
P4755,2.8,26.57142857142857,1600.0,34.16666666666666,80100.0
P4756,2.8,26.57142857142857,1600.0,35.0,80700.0
P4757,2.8,27.14285714285714,1200.0,30.0,67600.0
P4758,2.8,27.14285714285714,1200.0,30.83333333333333,68100.0
P4759,2.8,27.14285714285714,1200.0,31.66666666666667,68700.0
P4760,2.8,27.14285714285714,1200.0,32.5,69200.0
P4761,2.8,27.14285714285714,1200.0,33.33333333333334,69800.0
P4762,2.8,27.14285714285714,1200.0,34.16666666666666,71300.0
P4763,2.8,27.14285714285714,1200.0,35.0,71900.0
P4764,2.8,27.14285714285714,1266.666666666667,30.0,67900.0
P4765,2.8,27.14285714285714,1266.666666666667,30.83333333333333,68400.0
P4766,2.8,27.14285714285714,1266.666666666667,31.66666666666667,69000.0
P4767,2.8,27.14285714285714,1266.666666666667,32.5,69500.0
P4768,2.8,27.14285714285714,1266.666666666667,33.33333333333334,70100.0
P4769,2.8,27.14285714285714,1266.666666666667,34.16666666666666,71600.0
P4770,2.8,27.14285714285714,1266.666666666667,35.0,72200.0
P4771,2.8,27.14285714285714,1333.333333333333,30.0,67900.0
P4772,2.8,27.14285714285714,1333.333333333333,30.83333333333333,68400.0
P4773,2.8,27.14285714285714,1333.333333333333,31.66666666666667,69000.0
P4774,2.8,27.14285714285714,1333.333333333333,32.5,69500.0
P4775,2.8,27.14285714285714,1333.333333333333,33.33333333333334,70100.0
P4776,2.8,27.14285714285714,1333.333333333333,34.16666666666666,75200.0
P4777,2.8,27.14285714285714,1333.333333333333,35.0,75800.0
P4778,2.8,27.14285714285714,1400.0,30.0,71500.0
P4779,2.8,27.14285714285714,1400.0,30.83333333333333,72000.0
P4780,2.8,27.14285714285714,1400.0,31.66666666666667,72600.0
P4781,2.8,27.14285714285714,1400.0,32.5,73100.0
P4782,2.8,27.14285714285714,1400.0,33.33333333333334,73700.0
P4783,2.8,27.14285714285714,1400.0,34.16666666666666,75200.0
P4784,2.8,27.14285714285714,1400.0,35.0,75800.0
P4785,2.8,27.14285714285714,1466.666666666667,30.0,71500.0
P4786,2.8,27.14285714285714,1466.666666666667,30.83333333333333,72000.0
P4787,2.8,27.14285714285714,1466.666666666667,31.66666666666667,72600.0
P4788,2.8,27.14285714285714,1466.666666666667,32.5,73100.0
P4789,2.8,27.14285714285714,1466.666666666667,33.33333333333334,73700.0
P4790,2.8,27.14285714285714,1466.666666666667,34.16666666666666,75200.0
P4791,2.8,27.14285714285714,1466.666666666667,35.0,75800.0
P4792,2.8,27.14285714285714,1533.333333333333,30.0,79200.0
P4793,2.8,27.14285714285714,1533.333333333333,30.83333333333333,79700.0
P4794,2.8,27.14285714285714,1533.333333333333,31.66666666666667,80300.0
P4795,2.8,27.14285714285714,1533.333333333333,32.5,80800.0
P4796,2.8,27.14285714285714,1533.333333333333,33.33333333333334,81400.0
P4797,2.8,27.14285714285714,1533.333333333333,34.16666666666666,82900.0
P4798,2.8,27.14285714285714,1533.333333333333,35.0,83500.0
P4799,2.8,27.14285714285714,1600.0,30.0,78300.0
P4800,2.8,27.14285714285714,1600.0,30.83333333333333,78800.0
P4801,2.8,27.14285714285714,1600.0,31.66666666666667,79400.0
P4802,2.8,27.14285714285714,1600.0,32.5,79900.0
P4803,2.8,27.14285714285714,1600.0,33.33333333333334,80500.0
P4804,2.8,27.14285714285714,1600.0,34.16666666666666,82000.0
P4805,2.8,27.14285714285714,1600.0,35.0,82600.0
P4806,2.8,27.71428571428572,1200.0,30.0,69200.0
P4807,2.8,27.71428571428572,1200.0,30.83333333333333,69700.0
P4808,2.8,27.71428571428572,1200.0,31.66666666666667,70300.0
P4809,2.8,27.71428571428572,1200.0,32.5,70800.0
P4810,2.8,27.71428571428572,1200.0,33.33333333333334,71400.0
P4811,2.8,27.71428571428572,1200.0,34.16666666666666,72900.0
P4812,2.8,27.71428571428572,1200.0,35.0,73500.0
P4813,2.8,27.71428571428572,1266.666666666667,30.0,69500.0
P4814,2.8,27.71428571428572,1266.666666666667,30.83333333333333,70000.0
P4815,2.8,27.71428571428572,1266.666666666667,31.66666666666667,70600.0
P4816,2.8,27.71428571428572,1266.666666666667,32.5,71100.0
P4817,2.8,27.71428571428572,1266.666666666667,33.33333333333334,71700.0
P4818,2.8,27.71428571428572,1266.666666666667,34.16666666666666,73200.0
P4819,2.8,27.71428571428572,1266.666666666667,35.0,73800.0
P4820,2.8,27.71428571428572,1333.333333333333,30.0,69500.0
P4821,2.8,27.71428571428572,1333.333333333333,30.83333333333333,73800.0
P4822,2.8,27.71428571428572,1333.333333333333,31.66666666666667,74400.0
P4823,2.8,27.71428571428572,1333.333333333333,32.5,74900.0
P4824,2.8,27.71428571428572,1333.333333333333,33.33333333333334,75500.0
P4825,2.8,27.71428571428572,1333.333333333333,34.16666666666666,77000.0
P4826,2.8,27.71428571428572,1333.333333333333,35.0,77600.0
P4827,2.8,27.71428571428572,1400.0,30.0,73300.0
P4828,2.8,27.71428571428572,1400.0,30.83333333333333,73800.0
P4829,2.8,27.71428571428572,1400.0,31.66666666666667,74400.0
P4830,2.8,27.71428571428572,1400.0,32.5,74900.0
P4831,2.8,27.71428571428572,1400.0,33.33333333333334,75500.0
P4832,2.8,27.71428571428572,1400.0,34.16666666666666,77000.0
P4833,2.8,27.71428571428572,1400.0,35.0,77600.0
P4834,2.8,27.71428571428572,1466.666666666667,30.0,73300.0
P4835,2.8,27.71428571428572,1466.666666666667,30.83333333333333,73800.0
P4836,2.8,27.71428571428572,1466.666666666667,31.66666666666667,74400.0
P4837,2.8,27.71428571428572,1466.666666666667,32.5,74900.0
P4838,2.8,27.71428571428572,1466.666666666667,33.33333333333334,75500.0
P4839,2.8,27.71428571428572,1466.666666666667,34.16666666666666,77000.0
P4840,2.8,27.71428571428572,1466.666666666667,35.0,84500.0
P4841,2.8,27.71428571428572,1533.333333333333,30.0,80200.0
P4842,2.8,27.71428571428572,1533.333333333333,30.83333333333333,80700.0
P4843,2.8,27.71428571428572,1533.333333333333,31.66666666666667,81300.0
P4844,2.8,27.71428571428572,1533.333333333333,32.5,81800.0
P4845,2.8,27.71428571428572,1533.333333333333,33.33333333333334,82400.0
P4846,2.8,27.71428571428572,1533.333333333333,34.16666666666666,83900.0
P4847,2.8,27.71428571428572,1533.333333333333,35.0,84500.0
P4848,2.8,27.71428571428572,1600.0,30.0,79300.0
P4849,2.8,27.71428571428572,1600.0,30.83333333333333,79800.0
P4850,2.8,27.71428571428572,1600.0,31.66666666666667,80400.0
P4851,2.8,27.71428571428572,1600.0,32.5,80900.0
P4852,2.8,27.71428571428572,1600.0,33.33333333333334,81500.0
P4853,2.8,27.71428571428572,1600.0,34.16666666666666,83000.0
P4854,2.8,27.71428571428572,1600.0,35.0,83600.0
P4855,2.8,28.28571428571428,1200.0,30.0,70000.0
P4856,2.8,28.28571428571428,1200.0,30.83333333333333,70500.0
P4857,2.8,28.28571428571428,1200.0,31.66666666666667,71100.0
P4858,2.8,28.28571428571428,1200.0,32.5,71600.0
P4859,2.8,28.28571428571428,1200.0,33.33333333333334,72200.0
P4860,2.8,28.28571428571428,1200.0,34.16666666666666,73700.0
P4861,2.8,28.28571428571428,1200.0,35.0,74300.0
P4862,2.8,28.28571428571428,1266.666666666667,30.0,70300.0
P4863,2.8,28.28571428571428,1266.666666666667,30.83333333333333,70800.0
P4864,2.8,28.28571428571428,1266.666666666667,31.66666666666667,71400.0
P4865,2.8,28.28571428571428,1266.666666666667,32.5,71900.0
P4866,2.8,28.28571428571428,1266.666666666667,33.33333333333334,72500.0
P4867,2.8,28.28571428571428,1266.666666666667,34.16666666666666,74000.0
P4868,2.8,28.28571428571428,1266.666666666667,35.0,74600.0
P4869,2.8,28.28571428571428,1333.333333333333,30.0,74200.0
P4870,2.8,28.28571428571428,1333.333333333333,30.83333333333333,74700.0
P4871,2.8,28.28571428571428,1333.333333333333,31.66666666666667,75300.0
P4872,2.8,28.28571428571428,1333.333333333333,32.5,75800.0
P4873,2.8,28.28571428571428,1333.333333333333,33.33333333333334,72500.0
P4874,2.8,28.28571428571428,1333.333333333333,34.16666666666666,74000.0
P4875,2.8,28.28571428571428,1333.333333333333,35.0,74600.0
P4876,2.8,28.28571428571428,1400.0,30.0,74200.0
P4877,2.8,28.28571428571428,1400.0,30.83333333333333,74700.0
P4878,2.8,28.28571428571428,1400.0,31.66666666666667,75300.0
P4879,2.8,28.28571428571428,1400.0,32.5,75800.0
P4880,2.8,28.28571428571428,1400.0,33.33333333333334,76400.0
P4881,2.8,28.28571428571428,1400.0,34.16666666666666,77900.0
P4882,2.8,28.28571428571428,1400.0,35.0,78500.0
P4883,2.8,28.28571428571428,1466.666666666667,30.0,74200.0
P4884,2.8,28.28571428571428,1466.666666666667,30.83333333333333,81600.0
P4885,2.8,28.28571428571428,1466.666666666667,31.66666666666667,82200.0
P4886,2.8,28.28571428571428,1466.666666666667,32.5,82700.0
P4887,2.8,28.28571428571428,1466.666666666667,33.33333333333334,83300.0
P4888,2.8,28.28571428571428,1466.666666666667,34.16666666666666,84800.0
P4889,2.8,28.28571428571428,1466.666666666667,35.0,78500.0
P4890,2.8,28.28571428571428,1533.333333333333,30.0,81100.0
P4891,2.8,28.28571428571428,1533.333333333333,30.83333333333333,81600.0
P4892,2.8,28.28571428571428,1533.333333333333,31.66666666666667,82200.0
P4893,2.8,28.28571428571428,1533.333333333333,32.5,82700.0
P4894,2.8,28.28571428571428,1533.333333333333,33.33333333333334,83300.0
P4895,2.8,28.28571428571428,1533.333333333333,34.16666666666666,84800.0
P4896,2.8,28.28571428571428,1533.333333333333,35.0,85400.0
P4897,2.8,28.28571428571428,1600.0,30.0,80200.0
P4898,2.8,28.28571428571428,1600.0,30.83333333333333,80700.0
P4899,2.8,28.28571428571428,1600.0,31.66666666666667,81300.0
P4900,2.8,28.28571428571428,1600.0,32.5,81800.0
P4901,2.8,28.28571428571428,1600.0,33.33333333333334,82400.0
P4902,2.8,28.28571428571428,1600.0,34.16666666666666,83900.0
P4903,2.8,28.28571428571428,1600.0,35.0,84500.0
P4904,2.8,28.85714285714286,1200.0,30.0,70800.0
P4905,2.8,28.85714285714286,1200.0,30.83333333333333,71300.0
P4906,2.8,28.85714285714286,1200.0,31.66666666666667,71900.0
P4907,2.8,28.85714285714286,1200.0,32.5,72400.0
P4908,2.8,28.85714285714286,1200.0,33.33333333333334,73000.0
P4909,2.8,28.85714285714286,1200.0,34.16666666666666,74500.0
P4910,2.8,28.85714285714286,1200.0,35.0,75100.0
P4911,2.8,28.85714285714286,1266.666666666667,30.0,71100.0
P4912,2.8,28.85714285714286,1266.666666666667,30.83333333333333,71600.0
P4913,2.8,28.85714285714286,1266.666666666667,31.66666666666667,72200.0
P4914,2.8,28.85714285714286,1266.666666666667,32.5,72700.0
P4915,2.8,28.85714285714286,1266.666666666667,33.33333333333334,73300.0
P4916,2.8,28.85714285714286,1266.666666666667,34.16666666666666,74800.0
P4917,2.8,28.85714285714286,1266.666666666667,35.0,75400.0
P4918,2.8,28.85714285714286,1333.333333333333,30.0,71100.0
P4919,2.8,28.85714285714286,1333.333333333333,30.83333333333333,71600.0
P4920,2.8,28.85714285714286,1333.333333333333,31.66666666666667,72200.0
P4921,2.8,28.85714285714286,1333.333333333333,32.5,72700.0
P4922,2.8,28.85714285714286,1333.333333333333,33.33333333333334,73300.0
P4923,2.8,28.85714285714286,1333.333333333333,34.16666666666666,74800.0
P4924,2.8,28.85714285714286,1333.333333333333,35.0,75400.0
P4925,2.8,28.85714285714286,1400.0,30.0,75000.0
P4926,2.8,28.85714285714286,1400.0,30.83333333333333,75500.0
P4927,2.8,28.85714285714286,1400.0,31.66666666666667,76100.0
P4928,2.8,28.85714285714286,1400.0,32.5,76600.0
P4929,2.8,28.85714285714286,1400.0,33.33333333333334,77200.0
P4930,2.8,28.85714285714286,1400.0,34.16666666666666,78700.0
P4931,2.8,28.85714285714286,1400.0,35.0,79300.0
P4932,2.8,28.85714285714286,1466.666666666667,30.0,82100.0
P4933,2.8,28.85714285714286,1466.666666666667,30.83333333333333,75500.0
P4934,2.8,28.85714285714286,1466.666666666667,31.66666666666667,76100.0
P4935,2.8,28.85714285714286,1466.666666666667,32.5,76600.0
P4936,2.8,28.85714285714286,1466.666666666667,33.33333333333334,77200.0
P4937,2.8,28.85714285714286,1466.666666666667,34.16666666666666,78700.0
P4938,2.8,28.85714285714286,1466.666666666667,35.0,79300.0
P4939,2.8,28.85714285714286,1533.333333333333,30.0,82100.0
P4940,2.8,28.85714285714286,1533.333333333333,30.83333333333333,82600.0
P4941,2.8,28.85714285714286,1533.333333333333,31.66666666666667,83200.0
P4942,2.8,28.85714285714286,1533.333333333333,32.5,83700.0
P4943,2.8,28.85714285714286,1533.333333333333,33.33333333333334,84300.0
P4944,2.8,28.85714285714286,1533.333333333333,34.16666666666666,85800.0
P4945,2.8,28.85714285714286,1533.333333333333,35.0,86400.0
P4946,2.8,28.85714285714286,1600.0,30.0,81200.0
P4947,2.8,28.85714285714286,1600.0,30.83333333333333,81700.0
P4948,2.8,28.85714285714286,1600.0,31.66666666666667,82300.0
P4949,2.8,28.85714285714286,1600.0,32.5,82800.0
P4950,2.8,28.85714285714286,1600.0,33.33333333333334,83400.0
P4951,2.8,28.85714285714286,1600.0,34.16666666666666,84900.0
P4952,2.8,28.85714285714286,1600.0,35.0,85500.0
P4953,2.8,29.42857142857143,1200.0,30.0,71600.0
P4954,2.8,29.42857142857143,1200.0,30.83333333333333,72100.0
P4955,2.8,29.42857142857143,1200.0,31.66666666666667,72700.0
P4956,2.8,29.42857142857143,1200.0,32.5,73200.0
P4957,2.8,29.42857142857143,1200.0,33.33333333333334,73800.0
P4958,2.8,29.42857142857143,1200.0,34.16666666666666,75300.0
P4959,2.8,29.42857142857143,1200.0,35.0,75900.0
P4960,2.8,29.42857142857143,1266.666666666667,30.0,71900.0
P4961,2.8,29.42857142857143,1266.666666666667,30.83333333333333,72400.0
P4962,2.8,29.42857142857143,1266.666666666667,31.66666666666667,73000.0
P4963,2.8,29.42857142857143,1266.666666666667,32.5,73500.0
P4964,2.8,29.42857142857143,1266.666666666667,33.33333333333334,74100.0
P4965,2.8,29.42857142857143,1266.666666666667,34.16666666666666,75600.0
P4966,2.8,29.42857142857143,1266.666666666667,35.0,76200.0
P4967,2.8,29.42857142857143,1333.333333333333,30.0,71900.0
P4968,2.8,29.42857142857143,1333.333333333333,30.83333333333333,72400.0
P4969,2.8,29.42857142857143,1333.333333333333,31.66666666666667,73000.0
P4970,2.8,29.42857142857143,1333.333333333333,32.5,73500.0
P4971,2.8,29.42857142857143,1333.333333333333,33.33333333333334,78100.0
P4972,2.8,29.42857142857143,1333.333333333333,34.16666666666666,79600.0
P4973,2.8,29.42857142857143,1333.333333333333,35.0,80200.0
P4974,2.8,29.42857142857143,1400.0,30.0,75900.0
P4975,2.8,29.42857142857143,1400.0,30.83333333333333,76400.0
P4976,2.8,29.42857142857143,1400.0,31.66666666666667,77000.0
P4977,2.8,29.42857142857143,1400.0,32.5,77500.0
P4978,2.8,29.42857142857143,1400.0,33.33333333333334,78100.0
P4979,2.8,29.42857142857143,1400.0,34.16666666666666,79600.0
P4980,2.8,29.42857142857143,1400.0,35.0,80200.0
P4981,2.8,29.42857142857143,1466.666666666667,30.0,75900.0
P4982,2.8,29.42857142857143,1466.666666666667,30.83333333333333,76400.0
P4983,2.8,29.42857142857143,1466.666666666667,31.66666666666667,77000.0
P4984,2.8,29.42857142857143,1466.666666666667,32.5,77500.0
P4985,2.8,29.42857142857143,1466.666666666667,33.33333333333334,78100.0
P4986,2.8,29.42857142857143,1466.666666666667,34.16666666666666,79600.0
P4987,2.8,29.42857142857143,1466.666666666667,35.0,80200.0
P4988,2.8,29.42857142857143,1533.333333333333,30.0,83100.0
P4989,2.8,29.42857142857143,1533.333333333333,30.83333333333333,83600.0
P4990,2.8,29.42857142857143,1533.333333333333,31.66666666666667,84200.0
P4991,2.8,29.42857142857143,1533.333333333333,32.5,84700.0
P4992,2.8,29.42857142857143,1533.333333333333,33.33333333333334,85300.0
P4993,2.8,29.42857142857143,1533.333333333333,34.16666666666666,86800.0
P4994,2.8,29.42857142857143,1533.333333333333,35.0,87400.0
P4995,2.8,29.42857142857143,1600.0,30.0,82200.0
P4996,2.8,29.42857142857143,1600.0,30.83333333333333,82700.0
P4997,2.8,29.42857142857143,1600.0,31.66666666666667,83300.0
P4998,2.8,29.42857142857143,1600.0,32.5,83800.0
P4999,2.8,29.42857142857143,1600.0,33.33333333333334,84400.0
P5000,2.8,29.42857142857143,1600.0,34.16666666666666,85900.0
P5001,2.8,29.42857142857143,1600.0,35.0,86500.0
P5002,2.8,30.0,1200.0,30.0,72400.0
P5003,2.8,30.0,1200.0,30.83333333333333,72900.0
P5004,2.8,30.0,1200.0,31.66666666666667,73500.0
P5005,2.8,30.0,1200.0,32.5,74000.0
P5006,2.8,30.0,1200.0,33.33333333333334,74600.0
P5007,2.8,30.0,1200.0,34.16666666666666,76100.0
P5008,2.8,30.0,1200.0,35.0,76700.0
P5009,2.8,30.0,1266.666666666667,30.0,72700.0
P5010,2.8,30.0,1266.666666666667,30.83333333333333,73200.0
P5011,2.8,30.0,1266.666666666667,31.66666666666667,73800.0
P5012,2.8,30.0,1266.666666666667,32.5,74300.0
P5013,2.8,30.0,1266.666666666667,33.33333333333334,74900.0
P5014,2.8,30.0,1266.666666666667,34.16666666666666,76400.0
P5015,2.8,30.0,1266.666666666667,35.0,77000.0
P5016,2.8,30.0,1333.333333333333,30.0,76800.0
P5017,2.8,30.0,1333.333333333333,30.83333333333333,77300.0
P5018,2.8,30.0,1333.333333333333,31.66666666666667,77900.0
P5019,2.8,30.0,1333.333333333333,32.5,78400.0
P5020,2.8,30.0,1333.333333333333,33.33333333333334,79000.0
P5021,2.8,30.0,1333.333333333333,34.16666666666666,80500.0
P5022,2.8,30.0,1333.333333333333,35.0,81100.0
P5023,2.8,30.0,1400.0,30.0,76800.0
P5024,2.8,30.0,1400.0,30.83333333333333,77300.0
P5025,2.8,30.0,1400.0,31.66666666666667,77900.0
P5026,2.8,30.0,1400.0,32.5,78400.0
P5027,2.8,30.0,1400.0,33.33333333333334,79000.0
P5028,2.8,30.0,1400.0,34.16666666666666,80500.0
P5029,2.8,30.0,1400.0,35.0,81100.0
P5030,2.8,30.0,1466.666666666667,30.0,76800.0
P5031,2.8,30.0,1466.666666666667,30.83333333333333,77300.0
P5032,2.8,30.0,1466.666666666667,31.66666666666667,77900.0
P5033,2.8,30.0,1466.666666666667,32.5,78400.0
P5034,2.8,30.0,1466.666666666667,33.33333333333334,79000.0
P5035,2.8,30.0,1466.666666666667,34.16666666666666,80500.0
P5036,2.8,30.0,1466.666666666667,35.0,81100.0
P5037,2.8,30.0,1533.333333333333,30.0,84100.0
P5038,2.8,30.0,1533.333333333333,30.83333333333333,84600.0
P5039,2.8,30.0,1533.333333333333,31.66666666666667,85200.0
P5040,2.8,30.0,1533.333333333333,32.5,85700.0
P5041,2.8,30.0,1533.333333333333,33.33333333333334,86300.0
P5042,2.8,30.0,1533.333333333333,34.16666666666666,87800.0
P5043,2.8,30.0,1533.333333333333,35.0,88400.0
P5044,2.8,30.0,1600.0,30.0,83200.0
P5045,2.8,30.0,1600.0,30.83333333333333,83700.0
P5046,2.8,30.0,1600.0,31.66666666666667,84300.0
P5047,2.8,30.0,1600.0,32.5,84800.0
P5048,2.8,30.0,1600.0,33.33333333333334,85400.0
P5049,2.8,30.0,1600.0,34.16666666666666,86900.0
P5050,2.8,30.0,1600.0,35.0,87500.0
P5051,3.2,33.0,1700.0,40.0,127000.0
P5052,3.2,33.0,1700.0,40.83333333333334,127700.0
P5053,3.2,33.0,1700.0,41.66666666666666,128400.0
P5054,3.2,33.0,1700.0,42.5,129100.0
P5055,3.2,33.0,1700.0,43.33333333333334,129700.0
P5056,3.2,33.0,1700.0,44.16666666666666,130400.0
P5057,3.2,33.0,1700.0,45.0,131100.0
P5058,3.2,33.0,1766.666666666667,40.0,127000.0
